State,County,FIPSCODE,percent
Minnesota,Beltrami County,05000US27007,9.3
Minnesota,Benton County,05000US27009,7.9
Minnesota,Big Stone County,05000US27011,9.4
Minnesota,Blue Earth County,05000US27013,6.8
Minnesota,Brown County,05000US27015,8.9
Minnesota,Carlton County,05000US27017,9.5
Minnesota,Carver County,05000US27019,6.8
Minnesota,Cass County,05000US27021,10.2
Minnesota,Chippewa County,05000US27023,9.3
Minnesota,Chisago County,05000US27025,8.4
Minnesota,Clay County,05000US27027,6.4
Minnesota,Clearwater County,05000US27029,10
Minnesota,Cook County,05000US27031,9.2
Minnesota,Cottonwood County,05000US27033,10.2
Minnesota,Crow Wing County,05000US27035,10.4
Minnesota,Dakota County,05000US27037,6.9
Minnesota,Dodge County,05000US27039,8.3
Minnesota,Douglas County,05000US27041,7.6
Minnesota,Faribault County,05000US27043,8.8
Minnesota,Fillmore County,05000US27045,8.5
Minnesota,Freeborn County,05000US27047,8
Minnesota,Goodhue County,05000US27049,9.8
Minnesota,Grant County,05000US27051,9.2
Minnesota,Hennepin County,05000US27053,6.8
Minnesota,Houston County,05000US27055,9.3
Minnesota,Hubbard County,05000US27057,8.2
Minnesota,Isanti County,05000US27059,7.8
Minnesota,Itasca County,05000US27061,8.9
Minnesota,Jackson County,05000US27063,9.5
Minnesota,Kanabec County,05000US27065,10.2
Minnesota,Kandiyohi County,05000US27067,8.1
Minnesota,Kittson County,05000US27069,9.7
Minnesota,Koochiching County,05000US27071,11.1
Minnesota,Lac qui Parle County,05000US27073,10.1
Minnesota,Lake County,05000US27075,9.5
Minnesota,Lake of the Woods Count,05000US27077,9.4
Minnesota,Le Sueur County,05000US27079,8.4
Minnesota,Lincoln County,05000US27081,9.3
Minnesota,Lyon County,05000US27083,8.3
Minnesota,McLeod County,05000US27085,9.2
Minnesota,Mahnomen County,05000US27087,11.2
Minnesota,Marshall County,05000US27089,9.7
Minnesota,Martin County,05000US27091,9.7
Minnesota,Meeker County,05000US27093,10.6
Minnesota,Mille Lacs County,05000US27095,11.6
Minnesota,Morrison County,05000US27097,8.2
Minnesota,Mower County,05000US27099,8.4
Minnesota,Murray County,05000US27101,11.3
Minnesota,Nicollet County,05000US27103,7.7
Minnesota,Nobles County,05000US27105,7.8
Minnesota,Norman County,05000US27107,9.1
Minnesota,Olmsted County,05000US27109,7
Minnesota,Otter Tail County,05000US27111,10.3
Minnesota,Pennington County,05000US27113,8.3
Minnesota,Pine County,05000US27115,10.6
Minnesota,Pipestone County,05000US27117,9.3
Minnesota,Polk County,05000US27119,9.6
Minnesota,Pope County,05000US27121,9.5
Minnesota,Ramsey County,05000US27123,8.2
Minnesota,Red Lake County,05000US27125,8.7
Minnesota,Redwood County,05000US27127,9.1
Minnesota,Renville County,05000US27129,8.2
Minnesota,Rice County,05000US27131,7.3
Minnesota,Rock County,05000US27133,9.5
Minnesota,Roseau County,05000US27135,9.3
Minnesota,St. Louis County,05000US27137,9.8
Minnesota,Scott County,05000US27139,5.7
Minnesota,Sherburne County,05000US27141,7.1
Minnesota,Sibley County,05000US27143,8.9
Minnesota,Stearns County,05000US27145,7.6
Minnesota,Steele County,05000US27147,8
Minnesota,Stevens County,05000US27149,7.9
Minnesota,Swift County,05000US27151,8.6
Minnesota,Todd County,05000US27153,8.1
Minnesota,Traverse County,05000US27155,11.3
Minnesota,Wabasha County,05000US27157,7.7
Minnesota,Wadena County,05000US27159,10
Minnesota,Waseca County,05000US27161,6.8
Minnesota,Washington County,05000US27163,8.2
Minnesota,Watonwan County,05000US27165,7.9
Minnesota,Wilkin County,05000US27167,9.3
Minnesota,Winona County,05000US27169,8.1
Minnesota,Wright County,05000US27171,8.3
Minnesota,Yellow Medicine County,05000US27173,9.2
Mississippi,Adams County,05000US28001,13.9
Mississippi,Alcorn County,05000US28003,14.3
Mississippi,Amite County,05000US28005,17.6
Mississippi,Attala County,05000US28007,15.4
Mississippi,Benton County,05000US28009,15.9
Mississippi,Bolivar County,05000US28011,16.5
Mississippi,Calhoun County,05000US28013,14.7
Mississippi,Carroll County,05000US28015,16.8
Mississippi,Chickasaw County,05000US28017,15.2
Mississippi,Choctaw County,05000US28019,15.8
Mississippi,Claiborne County,05000US28021,17
Mississippi,Clarke County,05000US28023,14.9
Mississippi,Clay County,05000US28025,14.6
Mississippi,Coahoma County,05000US28027,16.8
Mississippi,Copiah County,05000US28029,15
Mississippi,Covington County,05000US28031,16.3
Mississippi,DeSoto County,05000US28033,12.8
Mississippi,Forrest County,05000US28035,11.1
Mississippi,Franklin County,05000US28037,16.1
Mississippi,George County,05000US28039,13.1
Mississippi,Greene County,05000US28041,13
Mississippi,Grenada County,05000US28043,14.5
Mississippi,Hancock County,05000US28045,13.6
Mississippi,Harrison County,05000US28047,13.4
Mississippi,Hinds County,05000US28049,12.4
Mississippi,Holmes County,05000US28051,17.5
Mississippi,Humphreys County,05000US28053,17.3
Mississippi,Issaquena County,05000US28055,15.5
Mississippi,Itawamba County,05000US28057,12.8
Mississippi,Jackson County,05000US28059,14.3
Mississippi,Jasper County,05000US28061,16.8
Mississippi,Jefferson County,05000US28063,16.9
Mississippi,Jefferson Davis County,05000US28065,15.6
Mississippi,Jones County,05000US28067,14.6
Mississippi,Kemper County,05000US28069,15.9
Mississippi,Lafayette County,05000US28071,10.4
Mississippi,Lamar County,05000US28073,10.8
Mississippi,Lauderdale County,05000US28075,13.3
Mississippi,Lawrence County,05000US28077,15.9
Mississippi,Leake County,05000US28079,13.5
Mississippi,Lee County,05000US28081,13.7
Mississippi,Leflore County,05000US28083,16.1
Mississippi,Lincoln County,05000US28085,12.9
Mississippi,Lowndes County,05000US28087,13.6
Mississippi,Madison County,05000US28089,10.2
Mississippi,Marion County,05000US28091,13.6
Mississippi,Marshall County,05000US28093,15.5
Mississippi,Monroe County,05000US28095,14.2
Mississippi,Montgomery County,05000US28097,14.4
Mississippi,Neshoba County,05000US28099,13.4
Mississippi,Newton County,05000US28101,15.6
Mississippi,Noxubee County,05000US28103,17.7
Mississippi,Oktibbeha County,05000US28105,10.2
Mississippi,Panola County,05000US28107,14.5
Mississippi,Pearl River County,05000US28109,12.7
Mississippi,Perry County,05000US28111,11.8
Mississippi,Pike County,05000US28113,15.6
Mississippi,Pontotoc County,05000US28115,13.5
Mississippi,Prentiss County,05000US28117,16.3
Mississippi,Quitman County,05000US28119,15.4
Mississippi,Rankin County,05000US28121,11.1
Mississippi,Scott County,05000US28123,15.1
Mississippi,Sharkey County,05000US28125,17.1
Mississippi,Simpson County,05000US28127,13.9
Mississippi,Smith County,05000US28129,14.4
Mississippi,Stone County,05000US28131,12.4
Mississippi,Sunflower County,05000US28133,15.2
Mississippi,Tallahatchie County,05000US28135,15.3
Mississippi,Tate County,05000US28137,16.7
Mississippi,Tippah County,05000US28139,12.8
Mississippi,Tishomingo County,05000US28141,15
Mississippi,Tunica County,05000US28143,16.2
Mississippi,Union County,05000US28145,11.3
Mississippi,Walthall County,05000US28147,17
Mississippi,Warren County,05000US28149,15
Mississippi,Washington County,05000US28151,14.9
Mississippi,Wayne County,05000US28153,15.5
Mississippi,Webster County,05000US28155,14.7
Mississippi,Wilkinson County,05000US28157,18.1
Mississippi,Winston County,05000US28159,15
Mississippi,Yalobusha County,05000US28161,18.2
Mississippi,Yazoo County,05000US28163,14.3
Missouri,Adair County,05000US29001,9
Missouri,Andrew County,05000US29003,9.9
Missouri,Atchison County,05000US29005,12.2
Missouri,Audrain County,05000US29007,11.7
Missouri,Barry County,05000US29009,11
Missouri,Barton County,05000US29011,13.9
Missouri,Bates County,05000US29013,11.3
Missouri,Benton County,05000US29015,13.9
Missouri,Bollinger County,05000US29017,10.9
Missouri,Boone County,05000US29019,7.5
Missouri,Buchanan County,05000US29021,11.6
Missouri,Butler County,05000US29023,11.7
Missouri,Caldwell County,05000US29025,13.2
Missouri,Callaway County,05000US29027,10
Missouri,Camden County,05000US29029,10.6
Missouri,Cape Girardeau County,05000US29031,11.3
Missouri,Carroll County,05000US29033,11.2
Missouri,Carter County,05000US29035,11.2
Missouri,Cass County,05000US29037,10.8
Missouri,Cedar County,05000US29039,13
Missouri,Chariton County,05000US29041,11.5
Missouri,Christian County,05000US29043,10.5
Missouri,Clark County,05000US29045,11.1
Missouri,Clay County,05000US29047,10.4
Missouri,Clinton County,05000US29049,10.9
Missouri,Cole County,05000US29051,10.1
Missouri,Cooper County,05000US29053,11
Missouri,Crawford County,05000US29055,10.4
Missouri,Dade County,05000US29057,13.3
Missouri,Dallas County,05000US29059,12.1
Missouri,Daviess County,05000US29061,10.5
Missouri,DeKalb County,05000US29063,12.1
Missouri,Dent County,05000US29065,13.6
Missouri,Douglas County,05000US29067,11.9
Missouri,Dunklin County,05000US29069,11.4
Missouri,Franklin County,05000US29071,10.5
Missouri,Gasconade County,05000US29073,12.4
Missouri,Gentry County,05000US29075,11.9
Missouri,Greene County,05000US29077,8.8
Missouri,Grundy County,05000US29079,10.6
Missouri,Harrison County,05000US29081,12.8
Missouri,Henry County,05000US29083,11.8
Missouri,Hickory County,05000US29085,13.1
Missouri,Holt County,05000US29087,11.5
Missouri,Howard County,05000US29089,10
Missouri,Howell County,05000US29091,12.3
Missouri,Iron County,05000US29093,11.3
Missouri,Jackson County,05000US29095,11.2
Missouri,Jasper County,05000US29097,10.8
Missouri,Jefferson County,05000US29099,10.6
Missouri,Johnson County,05000US29101,9.8
Missouri,Knox County,05000US29103,10.9
Missouri,Laclede County,05000US29105,11.7
Missouri,Lafayette County,05000US29107,11.9
Missouri,Lawrence County,05000US29109,10
Missouri,Lewis County,05000US29111,10.8
Missouri,Lincoln County,05000US29113,11.5
Missouri,Linn County,05000US29115,12.2
Missouri,Livingston County,05000US29117,10
Missouri,McDonald County,05000US29119,10.3
Missouri,Macon County,05000US29121,12.6
Missouri,Madison County,05000US29123,11.2
Missouri,Maries County,05000US29125,12.4
Missouri,Marion County,05000US29127,12.5
Missouri,Mercer County,05000US29129,11.5
Missouri,Miller County,05000US29131,11.7
Missouri,Mississippi County,05000US29133,12.6
Missouri,Moniteau County,05000US29135,9.6
Missouri,Monroe County,05000US29137,12.6
Missouri,Montgomery County,05000US29139,11.8
Missouri,Morgan County,05000US29141,11.3
Missouri,New Madrid County,05000US29143,12.2
Missouri,Newton County,05000US29145,9.3
Missouri,Nodaway County,05000US29147,10.6
Missouri,Oregon County,05000US29149,10.3
Missouri,Osage County,05000US29151,11.3
Missouri,Ozark County,05000US29153,15.1
Missouri,Pemiscot County,05000US29155,13.1
Missouri,Perry County,05000US29157,10.9
Missouri,Pettis County,05000US29159,12.4
Missouri,Phelps County,05000US29161,11.4
Missouri,Pike County,05000US29163,11.3
Missouri,Platte County,05000US29165,11.3
Missouri,Polk County,05000US29167,11.4
Missouri,Pulaski County,05000US29169,8.5
Missouri,Putnam County,05000US29171,11.8
Missouri,Ralls County,05000US29173,13
Missouri,Randolph County,05000US29175,12
Missouri,Ray County,05000US29177,11.5
Missouri,Reynolds County,05000US29179,12.2
Missouri,Ripley County,05000US29181,11.2
Missouri,St. Charles County,05000US29183,8.4
Missouri,St. Clair County,05000US29185,12.4
Missouri,Ste. Genevieve County,05000US29186,10.5
